Id,fecha_venta,tipo_venta,empleado,categoria,total,es_entregado
1059,2023-08-29,WhatsApp,Ana,deportes,51.98,1
1060,2023-09-01,WhatsApp,Juan,hogar,44.36,1
1061,2023-09-09,WhatsApp,Juan,ropa,519.35,1
1062,2023-05-04,WhatsApp,Juan,muebles,281.65,1
1063,2023-12-24,web,Luis,deportes,43.98,1
1064,2023-10-05,WhatsApp,Carlos,deportes,0.0,0
1065,2023-10-26,web,Luis,ropa,0.0,0
1066,2023-05-15,WhatsApp,Sofía,tecnológico,38.48,1
1067,2023-06-27,web,Sofía,tecnológico,,1
1068,2023-09-02,web,María,hogar,1239.23,1
1069,2023-12-17,web,María,ropa,59.69,1
1070,2023-09-16,web,María,ropa,127.04,1
1071,2023-07-20,web,María,hogar,15.0,1
1072,2023-08-19,web,Juan,hogar,234.97,1
1073,2023-10-27,WhatsApp,Ana,deportes,15.97,1
1074,2023-05-18,WhatsApp,,deportes,78.72,1
1075,2023-03-09,web,Ana,tecnológico,147.06,1
1076,2023-01-27,WhatsApp,Carlos,tecnológico,89.66,1
1077,2023-07-08,web,Luis,ropa,0.0,0
1078,2023-11-29,web,María,muebles,164.37,1
1079,2023-07-05,web,Ana,hogar,0.0,0
1080,2023-08-19,web,Juan,ropa,50.18,1
1081,2023-01-25,web,Carlos,ropa,31.4,1
1082,2023-02-22,web,Luis,ropa,45.98,1
1083,2023-05-01,web,Sofía,muebles,444.91,1
1084,2023-10-31,WhatsApp,Luis,hogar,86.51,1
1085,2023-12-01,web,,muebles,419.88,1
1086,2023-08-12,web,Juan,ropa,88.64,1
1087,2023-10-14,WhatsApp,Sofía,hogar,0.0,0
1088,2023-09-01,web,Juan,muebles,,1
1089,2023-01-17,WhatsApp,Luis,hogar,0.0,0
1090,2023-06-07,web,Luis,ropa,133.21,1
1091,2023-07-21,WhatsApp,,hogar,10.23,1
1092,2023-02-24,WhatsApp,Luis,deportes,117.05,1
1093,2023-03-17,WhatsApp,Luis,hogar,44.29,1
1094,2023-09-13,WhatsApp,Ana,hogar,,1
1095,2023-03-20,web,Sofía,ropa,883.26,1
1096,2023-06-30,WhatsApp,Carlos,ropa,11.52,1
1097,2023-09-01,WhatsApp,,muebles,426.71,1
1098,2023-07-29,WhatsApp,Ana,hogar,0.0,0
1099,2023-03-01,WhatsApp,Ana,ropa,146.02,1
1100,2023-11-30,WhatsApp,Sofía,ropa,81.13,1
1101,2023-12-11,web,Luis,muebles,325.27,1
1102,2023-08-19,WhatsApp,Carlos,hogar,,1
1103,2023-03-03,WhatsApp,Luis,ropa,32.5,1
1104,2023-03-01,WhatsApp,,tecnológico,381.58,1
1105,2023-06-07,web,Sofía,tecnológico,137.9,1
1106,2023-06-24,web,Ana,deportes,42.76,1
1107,2023-12-12,web,Sofía,deportes,116.14,1
1108,2023-10-16,WhatsApp,Juan,tecnológico,0.0,0
1109,2023-07-04,WhatsApp,María,hogar,65.45,1
1110,2023-06-30,WhatsApp,Luis,hogar,61.13,1
1111,2023-07-10,WhatsApp,Ana,tecnológico,81.83,1
1112,2023-12-27,WhatsApp,Sofía,muebles,81.33,1
1113,2023-02-14,web,Luis,hogar,0.0,0
1114,2023-02-02,WhatsApp,Juan,deportes,23.91,1
1115,2023-12-15,web,Sofía,deportes,15.21,1
1116,2023-06-02,WhatsApp,María,hogar,48.85,1
1117,2023-11-05,web,Carlos,deportes,0.0,0
1118,2023-01-23,WhatsApp,,muebles,48.81,1
1119,2023-04-20,WhatsApp,Sofía,muebles,23.98,1
1120,2023-11-11,web,Sofía,deportes,0.0,0
1121,2023-01-01,WhatsApp,Luis,hogar,1164.77,1
1122,2023-10-12,web,Ana,ropa,0.0,0
1123,2023-09-22,WhatsApp,Carlos,muebles,354.74,1
1124,2023-04-01,WhatsApp,Ana,tecnológico,62.53,1
1125,2023-08-03,WhatsApp,María,hogar,112.13,1
1126,2023-08-06,WhatsApp,Carlos,deportes,0.0,0
1127,2023-08-14,WhatsApp,Luis,ropa,625.4,1
1128,2023-12-30,web,María,deportes,110.56,1
1129,2023-10-22,WhatsApp,,ropa,14.93,1
1130,2023-10-05,WhatsApp,Carlos,muebles,65.29,1
1131,2023-08-03,web,Juan,hogar,84.22,1
1132,2023-01-30,WhatsApp,Sofía,ropa,60.52,1
1133,2023-05-13,WhatsApp,Ana,tecnológico,0.0,0
1134,2023-07-01,web,Sofía,muebles,0.0,0
1135,2023-01-17,web,Carlos,muebles,115.82,1
1136,2023-03-22,WhatsApp,Juan,muebles,224.14,1
1137,2023-01-04,WhatsApp,Ana,muebles,97.87,1
1138,2023-12-16,web,Juan,muebles,185.58,1
1139,2023-07-19,web,Juan,ropa,60.81,1
1140,2023-06-07,WhatsApp,Juan,tecnológico,91.24,1
1141,2023-03-03,WhatsApp,Carlos,ropa,12.48,1
1142,2023-02-19,WhatsApp,Carlos,hogar,,1
1143,2023-06-07,web,Sofía,muebles,0.0,0
1144,2023-02-23,web,Luis,muebles,0.0,0
1145,2023-06-10,WhatsApp,,muebles,116.43,1
1146,2023-01-16,web,Carlos,ropa,90.81,1
1147,2023-03-18,WhatsApp,Sofía,ropa,0.0,0
1148,2023-10-31,web,Ana,deportes,64.57,1
1149,2023-06-05,WhatsApp,María,tecnológico,147.61,1
1150,2023-05-15,WhatsApp,Ana,ropa,0.0,0
1151,2023-09-24,WhatsApp,Carlos,muebles,101.07,1
1152,2023-09-19,web,María,hogar,,1
1153,2023-03-11,WhatsApp,Sofía,ropa,190.08,1
1154,2023-02-25,web,Carlos,tecnológico,64.16,1
1155,2023-09-25,web,Juan,tecnológico,126.97,1
1156,2023-09-19,web,Juan,deportes,92.52,1
1157,2023-03-19,WhatsApp,Sofía,tecnológico,143.55,1
1158,2023-08-02,web,Ana,deportes,,1
1159,2023-02-03,web,Luis,tecnológico,0.0,0
1160,2023-10-16,web,Carlos,hogar,100.52,1
1161,2023-03-08,web,Ana,tecnológico,,1
1162,2023-12-11,WhatsApp,Luis,muebles,54.4,1
1163,2023-09-08,WhatsApp,Sofía,deportes,99.11,1
1164,2023-02-07,WhatsApp,Luis,deportes,2119.21,1
1165,2023-10-12,WhatsApp,Luis,muebles,0.0,0
1166,2023-04-19,WhatsApp,Sofía,muebles,134.38,1
1167,2023-07-04,WhatsApp,Ana,ropa,414.37,1
1168,2023-11-09,WhatsApp,María,ropa,20.63,1
1169,2023-02-08,web,Ana,tecnológico,109.42,1
1170,2023-12-05,web,Carlos,deportes,140.34,1
1171,2023-01-10,WhatsApp,Ana,muebles,138.38,1
1172,2023-12-17,WhatsApp,Sofía,hogar,14.1,1
1173,2023-05-05,WhatsApp,Juan,muebles,14.16,1
1174,2023-09-04,web,Sofía,ropa,0.0,0
1175,2023-02-18,WhatsApp,Juan,tecnológico,0.0,0
1176,2023-04-08,web,María,deportes,47.01,1
1177,2023-12-23,WhatsApp,Luis,deportes,99.48,1
1178,2023-07-01,WhatsApp,Carlos,hogar,18.73,1
1179,2023-02-16,WhatsApp,María,ropa,150.02,1
1180,2023-06-13,WhatsApp,Sofía,tecnológico,121.99,1
1181,2023-05-24,WhatsApp,Luis,ropa,,1
1182,2023-02-01,WhatsApp,Ana,tecnológico,0.0,0
1183,2023-12-16,WhatsApp,Luis,deportes,,1
1184,2023-02-27,web,Carlos,muebles,216.93,1
1185,2023-06-14,WhatsApp,Sofía,deportes,,1
1186,2023-07-10,WhatsApp,María,hogar,0.0,0
1187,2023-07-09,WhatsApp,Luis,deportes,86.81,1
1188,2023-01-12,web,Luis,hogar,691.48,1
1189,2023-05-24,web,María,tecnológico,,1
1190,2023-07-13,web,Carlos,hogar,527.81,1
1191,2023-12-25,WhatsApp,Carlos,muebles,87.48,1
1192,2023-02-14,web,Sofía,deportes,35.3,1
1193,2023-12-21,WhatsApp,Carlos,tecnológico,129.14,1
1194,2023-09-30,web,Carlos,tecnológico,100.57,1
1195,2023-04-24,web,Juan,hogar,35.85,1
1196,2023-01-27,WhatsApp,Sofía,deportes,541.96,1
1197,2023-08-16,web,Sofía,ropa,530.41,1
1198,2023-03-06,web,Luis,ropa,,1
1199,2023-10-29,web,Carlos,hogar,207.54,1
1200,2023-01-23,web,Ana,muebles,48.68,1
1201,2023-11-10,web,María,hogar,84.9,1
1202,2023-08-02,WhatsApp,Juan,muebles,14.35,1
1203,2023-12-18,WhatsApp,Sofía,ropa,134.5,1
1204,2023-05-26,web,Carlos,ropa,,1
1205,2023-02-23,web,Juan,muebles,135.86,1
1206,2023-11-14,WhatsApp,Carlos,deportes,45.69,1
1207,2023-03-08,WhatsApp,Carlos,ropa,0.0,0
1208,2023-11-24,web,María,ropa,144.39,1
1209,2023-01-09,WhatsApp,Carlos,ropa,458.15,1
1210,2023-10-02,WhatsApp,Sofía,deportes,341.58,1
1211,2023-03-10,WhatsApp,Luis,muebles,56.04,1
1212,2023-08-10,WhatsApp,Ana,muebles,221.87,1
1213,2023-12-06,WhatsApp,Ana,deportes,0.0,0
1214,2023-02-07,web,Sofía,ropa,70.42,1
1215,2023-06-17,WhatsApp,Carlos,tecnológico,21.83,1
1216,2023-03-16,web,Ana,muebles,28.22,1
1217,2023-02-22,web,Luis,muebles,474.11,1
1218,2023-09-03,WhatsApp,Juan,muebles,0.0,0
1219,2023-12-24,web,Ana,deportes,83.21,1
1220,2023-11-27,web,Sofía,ropa,30.18,1
1221,2023-02-22,web,María,deportes,72.71,1
1222,2023-12-25,web,María,tecnológico,37.76,1
1223,2024-01-01,WhatsApp,Sofía,muebles,0.0,0
1224,2023-07-01,web,Luis,tecnológico,,1
1225,2023-12-06,web,Juan,muebles,52.5,1
1226,2023-01-23,web,Sofía,ropa,0.0,0
1227,2023-01-02,web,Sofía,hogar,14.12,1
1228,2023-03-22,WhatsApp,Luis,hogar,95.72,1
1229,2023-03-07,WhatsApp,Sofía,tecnológico,0.0,0
1230,2023-10-17,web,Juan,ropa,106.13,1
1231,2023-10-29,WhatsApp,Sofía,muebles,0.0,0
1232,2023-06-06,WhatsApp,Juan,tecnológico,1437.78,1
1233,2023-09-06,WhatsApp,María,tecnológico,63.92,1
1234,2023-01-31,web,Sofía,tecnológico,116.84,1
1235,2023-02-28,WhatsApp,Carlos,ropa,117.46,1
1236,2023-06-25,web,Sofía,ropa,66.88,1
1237,2024-01-01,WhatsApp,Luis,deportes,53.99,1
1238,2023-06-26,WhatsApp,Ana,deportes,0.0,0
1239,2023-04-07,web,Carlos,hogar,0.0,0
1240,2023-01-25,WhatsApp,María,muebles,10.3,1
1241,2023-05-06,WhatsApp,Sofía,muebles,0.0,0
1242,2023-02-09,web,Luis,tecnológico,62.06,1
1243,2023-05-25,WhatsApp,Luis,hogar,138.11,1
1244,2023-10-27,WhatsApp,Ana,deportes,121.45,1
1245,2023-10-06,WhatsApp,María,ropa,23.06,1
1246,2023-08-02,web,Sofía,tecnológico,140.43,1
1247,2023-12-23,WhatsApp,Juan,deportes,0.0,0
1248,2023-06-20,web,Juan,deportes,111.46,1
1249,2023-07-06,WhatsApp,Luis,tecnológico,0.0,0
1250,2023-03-26,web,Juan,tecnológico,0.0,0
1251,2023-03-23,WhatsApp,Juan,hogar,133.79,1
1252,2023-07-10,web,Luis,ropa,118.22,1
1253,2023-07-29,web,María,deportes,87.46,1
1254,2023-06-03,WhatsApp,Carlos,tecnológico,94.81,1
1255,2023-02-25,WhatsApp,Ana,tecnológico,337.57,1
1256,2023-01-24,WhatsApp,,hogar,51.47,1
1257,2023-05-15,web,Juan,ropa,24.98,1
1258,2023-11-17,WhatsApp,Luis,tecnológico,87.86,1
1259,2023-01-04,web,Ana,ropa,30.18,1
1260,2023-05-25,WhatsApp,Juan,ropa,441.41,1
1261,2023-08-01,web,Luis,hogar,379.64,1
1262,2023-07-31,web,Ana,deportes,0.0,0
1263,2023-08-25,WhatsApp,María,ropa,24.56,1
1264,2023-11-30,web,Luis,tecnológico,0.0,0
1265,2023-08-11,web,María,ropa,160.81,1
1266,2023-07-08,WhatsApp,Sofía,muebles,435.5,1
1267,2023-11-20,WhatsApp,Carlos,hogar,1047.96,1
1268,2023-07-16,WhatsApp,Ana,muebles,0.0,0
1269,2023-08-03,WhatsApp,Carlos,tecnológico,0.0,0
1270,2023-08-18,web,María,ropa,586.56,1
1271,2023-06-28,WhatsApp,Carlos,ropa,568.6,1
1272,2023-06-01,WhatsApp,Luis,muebles,513.72,1
1273,2023-12-23,WhatsApp,Ana,deportes,28.67,1
1274,2023-01-03,web,Carlos,hogar,37.55,1
1275,2023-07-30,WhatsApp,Sofía,tecnológico,87.59,1
1276,2023-03-14,WhatsApp,Ana,tecnológico,54.62,1
1277,2023-03-28,web,Luis,muebles,53.22,1
1278,2023-08-07,web,Carlos,tecnológico,12.94,1
1279,2023-02-12,web,Carlos,tecnológico,99.26,1
1280,2023-02-02,WhatsApp,Juan,deportes,81.79,1
1281,2023-12-05,web,Carlos,hogar,26.39,1
1282,2023-12-02,web,María,deportes,82.99,1
1283,2023-06-13,WhatsApp,Sofía,muebles,382.05,1
1284,2023-03-14,WhatsApp,Juan,tecnológico,85.93,1
1285,2023-04-03,web,Sofía,ropa,182.41,1
1286,2023-02-10,web,Carlos,hogar,100.42,1
1287,2023-07-16,WhatsApp,Juan,tecnológico,572.17,1
1288,2023-10-14,WhatsApp,Luis,deportes,194.69,1
1289,2023-12-10,WhatsApp,Sofía,tecnológico,,1
1290,2023-04-16,web,María,deportes,32.05,1
1291,2023-01-22,WhatsApp,María,hogar,141.52,1
1292,2023-08-21,WhatsApp,María,tecnológico,142.12,1
1293,2023-07-17,WhatsApp,Luis,tecnológico,,1
1294,2023-09-25,WhatsApp,Juan,hogar,97.31,1
1295,2023-11-09,WhatsApp,Carlos,muebles,79.02,1
1296,2023-10-04,web,,muebles,189.03,1
1297,2023-08-07,WhatsApp,Carlos,ropa,0.0,0
1298,2023-05-30,WhatsApp,Juan,hogar,405.57,1
1299,2023-03-04,WhatsApp,Luis,deportes,47.45,1
1300,2023-09-22,web,Ana,hogar,133.52,1
1301,2023-02-25,WhatsApp,Carlos,ropa,346.82,1
1302,2023-12-19,web,Luis,hogar,0.0,0
1303,2023-10-16,WhatsApp,Juan,muebles,311.57,1
1304,2023-06-28,WhatsApp,María,ropa,0.0,0
1305,2023-11-25,WhatsApp,María,hogar,0.0,0
1306,2023-05-05,WhatsApp,Luis,deportes,2404.58,1
1307,2023-11-20,WhatsApp,Juan,ropa,0.0,0
1308,2023-04-19,WhatsApp,Juan,muebles,57.99,1
1309,2023-12-20,WhatsApp,Ana,muebles,0.0,0
1310,2023-01-19,web,Juan,deportes,123.54,1
1311,2023-05-23,WhatsApp,Luis,tecnológico,109.51,1
1312,2023-09-24,WhatsApp,Ana,deportes,141.05,1
1313,2023-06-25,WhatsApp,Carlos,ropa,145.16,1
1314,2023-03-10,WhatsApp,Luis,deportes,127.88,1
1315,2023-08-20,WhatsApp,Ana,ropa,97.65,1
1316,2023-03-01,web,María,hogar,1102.2,1
1317,2023-06-18,WhatsApp,Sofía,hogar,145.56,1
1318,2023-12-29,web,Juan,hogar,0.0,0
1319,2023-11-14,web,Carlos,deportes,99.4,1
1320,2023-08-06,web,María,muebles,16.11,1
1321,2023-09-16,WhatsApp,Juan,ropa,53.61,1
1322,2023-12-25,WhatsApp,,deportes,137.21,1
1323,2023-07-13,WhatsApp,Luis,tecnológico,307.58,1
1324,2023-08-20,WhatsApp,María,muebles,26.1,1
1325,2023-03-27,WhatsApp,Juan,deportes,,1
1326,2023-12-15,WhatsApp,Juan,muebles,111.29,1
1327,2023-05-25,web,María,deportes,,1
1328,2023-11-21,WhatsApp,Luis,ropa,34.94,1
1329,2023-12-30,web,Ana,muebles,,1
1330,2023-06-11,web,Luis,muebles,93.26,1
1331,2023-06-25,web,Carlos,deportes,0.0,0
1332,2023-11-25,WhatsApp,Luis,ropa,459.16,1
1333,2023-11-23,WhatsApp,Sofía,ropa,143.27,1
1334,2023-09-24,web,Juan,deportes,144.58,1
1335,2023-04-26,web,Carlos,hogar,,1
1336,2023-08-04,web,,ropa,31.65,1
1337,2023-07-15,WhatsApp,Luis,hogar,140.22,1
1338,2023-03-24,WhatsApp,Sofía,tecnológico,,1
1339,2023-07-19,WhatsApp,,deportes,1336.36,1
1340,2023-11-03,WhatsApp,Ana,tecnológico,31.13,1
1341,2023-09-06,web,Carlos,tecnológico,71.09,1
1342,2023-05-09,WhatsApp,Carlos,ropa,189.33,1
1343,2023-04-30,WhatsApp,Sofía,hogar,72.41,1
1344,2023-08-27,WhatsApp,Luis,tecnológico,,1
1345,2023-08-30,web,Sofía,tecnológico,477.46,1
1346,2023-03-04,WhatsApp,Luis,muebles,11.73,1
1347,2023-09-01,WhatsApp,Luis,deportes,806.15,1
1348,2023-05-10,WhatsApp,Luis,deportes,57.86,1
1349,2023-09-08,web,Carlos,muebles,80.8,1
1350,2023-06-02,WhatsApp,Carlos,deportes,493.47,1
1351,2023-06-13,WhatsApp,Sofía,ropa,47.04,1
1352,2023-04-06,WhatsApp,Carlos,tecnológico,39.24,1
1353,2023-05-27,web,María,tecnológico,823.47,1
1354,2023-05-19,WhatsApp,Carlos,hogar,25.33,1
1355,2023-08-07,web,Carlos,tecnológico,85.92,1
1356,2023-12-18,web,Ana,ropa,246.81,1
1357,2023-06-04,web,Juan,muebles,0.0,0
1358,2023-03-31,WhatsApp,María,deportes,170.41,1
1359,2023-08-27,WhatsApp,Sofía,ropa,112.49,1
1360,2023-12-19,WhatsApp,Ana,tecnológico,110.76,1
1361,2023-08-16,WhatsApp,Sofía,hogar,104.43,1
1362,2023-05-27,WhatsApp,Ana,hogar,119.96,1
1363,2023-10-10,WhatsApp,Carlos,hogar,0.0,0
1364,2023-04-15,web,Ana,ropa,565.26,1
1365,2023-09-28,web,Juan,tecnológico,,1
1366,2023-03-16,WhatsApp,María,deportes,74.14,1
1367,2023-08-03,web,María,hogar,95.72,1
1368,2023-08-10,WhatsApp,Sofía,ropa,384.39,1
1369,2023-08-05,WhatsApp,Luis,hogar,0.0,0
1370,2023-12-31,WhatsApp,Sofía,hogar,,1
1371,2023-08-05,WhatsApp,,ropa,141.37,1
1372,2023-10-24,WhatsApp,Sofía,ropa,83.76,1
1373,2023-11-12,WhatsApp,Carlos,hogar,139.45,1
1374,2023-08-28,WhatsApp,Sofía,muebles,139.31,1
1375,2023-11-13,WhatsApp,Luis,deportes,0.0,0
1376,2023-01-15,web,,ropa,135.84,1
1377,2023-07-06,WhatsApp,Luis,hogar,25.18,1
1378,2023-12-12,WhatsApp,Luis,muebles,95.47,1
1379,2023-08-01,web,Ana,muebles,0.0,0
1380,2023-02-01,WhatsApp,Juan,deportes,,1
1381,2023-02-09,WhatsApp,Ana,ropa,92.79,1
1382,2023-01-06,web,Juan,hogar,88.78,1
1383,2023-11-17,WhatsApp,Sofía,deportes,,1
1384,2023-07-27,web,Carlos,ropa,0.0,0
1385,2023-07-02,web,María,deportes,1714.97,1
1386,2023-07-11,web,Ana,ropa,0.0,0
1387,2023-07-01,web,Carlos,tecnológico,54.83,1
1388,2023-03-14,web,Ana,muebles,415.07,1
1389,2023-07-12,web,Juan,deportes,112.12,1
1390,2023-05-30,WhatsApp,María,tecnológico,115.74,1
1391,2023-06-27,web,Juan,deportes,136.56,1
1392,2023-11-15,web,María,ropa,22.06,1
1393,2023-08-18,web,María,muebles,,1
1394,2023-03-02,web,Carlos,hogar,43.51,1
1395,2023-12-17,web,Sofía,muebles,77.34,1
1396,2023-12-19,web,María,ropa,1447.68,1
1397,2023-10-09,web,Sofía,tecnológico,0.0,0
1398,2023-05-22,web,Sofía,deportes,15.76,1
1399,2023-11-05,WhatsApp,Ana,tecnológico,34.01,1
1400,2023-01-18,WhatsApp,Luis,muebles,134.77,1
1401,2023-04-03,WhatsApp,Juan,muebles,2144.66,1
1402,2023-04-07,WhatsApp,Ana,muebles,92.12,1
1403,2023-07-01,WhatsApp,María,muebles,0.0,0
1404,2023-11-05,web,Juan,ropa,455.65,1
1405,2023-03-05,WhatsApp,Carlos,deportes,0.0,0
1406,2023-07-14,WhatsApp,Sofía,ropa,88.33,1
1407,2023-10-17,WhatsApp,,hogar,0.0,0
1408,2023-04-12,web,Sofía,hogar,,1
1409,2023-11-23,WhatsApp,Ana,hogar,,1
1410,2023-05-18,web,Luis,deportes,0.0,0
1411,2023-05-24,web,Ana,ropa,132.75,1
1412,2023-10-28,web,María,hogar,133.24,1
1413,2023-12-09,web,Juan,deportes,62.53,1
1414,2023-04-04,WhatsApp,,tecnológico,470.7,1
1415,2023-03-10,WhatsApp,Ana,muebles,53.37,1
1416,2023-12-08,web,María,deportes,146.35,1
1417,2023-12-23,web,Sofía,hogar,358.12,1
1418,2023-04-13,WhatsApp,,ropa,,1
1419,2023-04-03,WhatsApp,Carlos,ropa,148.33,1
1420,2023-01-20,WhatsApp,,tecnológico,,1
1421,2023-05-09,WhatsApp,Carlos,muebles,0.0,0
1422,2023-10-26,WhatsApp,Juan,hogar,85.84,1
1423,2023-01-01,web,Carlos,muebles,121.06,1
1424,2023-03-19,web,Juan,hogar,114.76,1
1425,2023-11-17,WhatsApp,Ana,deportes,117.68,1
1426,2023-12-20,web,Luis,tecnológico,18.17,1
1427,2023-10-15,WhatsApp,Luis,deportes,0.0,0
1428,2023-10-22,WhatsApp,Ana,tecnológico,27.25,1
1429,2023-08-18,WhatsApp,Luis,tecnológico,120.45,1
1430,2023-12-08,WhatsApp,Ana,muebles,65.26,1
1431,2023-09-27,WhatsApp,Luis,ropa,78.62,1
1432,2023-06-26,web,Juan,ropa,80.25,1
1433,2023-05-12,web,Juan,ropa,1364.18,1
1434,2023-02-07,web,Ana,muebles,,1
1435,2023-09-17,WhatsApp,Luis,deportes,134.17,1
1436,2023-10-06,web,Ana,deportes,0.0,0
1437,2023-02-08,web,Juan,muebles,306.11,1
1438,2023-03-10,WhatsApp,María,muebles,0.0,0
1439,2023-05-25,web,Luis,ropa,133.35,1
1440,2023-12-02,web,Ana,muebles,0.0,0
1441,2023-12-06,web,Ana,muebles,53.92,1
1442,2023-03-18,WhatsApp,María,tecnológico,541.69,1
1443,2023-07-05,WhatsApp,Ana,ropa,26.09,1
1444,2023-01-15,web,Luis,hogar,0.0,0
1445,2023-02-16,web,Luis,muebles,65.54,1
1446,2023-02-16,WhatsApp,Ana,ropa,,1
1447,2023-08-09,WhatsApp,Luis,deportes,2528.82,1
1448,2023-02-18,WhatsApp,Juan,muebles,0.0,0
1449,2023-03-20,WhatsApp,Carlos,tecnológico,26.59,1
1450,2023-02-18,web,Sofía,ropa,64.72,1
1451,2023-07-05,web,María,ropa,22.82,1
1452,2023-11-16,WhatsApp,María,deportes,23.47,1
1453,2023-03-06,web,Luis,muebles,147.83,1
1454,2023-03-14,WhatsApp,Luis,hogar,44.6,1
1455,2023-09-07,WhatsApp,Juan,muebles,339.22,1
1456,2023-07-18,web,María,hogar,551.66,1
1457,2023-07-08,web,Luis,ropa,0.0,0
1458,2023-01-21,web,Carlos,deportes,119.98,1
1459,2023-09-12,web,Juan,hogar,105.04,1
1460,2023-12-31,web,María,hogar,100.03,1
1461,2023-06-21,web,Sofía,deportes,0.0,0
1462,2023-03-29,WhatsApp,Juan,tecnológico,29.85,1
1463,2023-04-22,WhatsApp,Ana,ropa,39.05,1
1464,2023-12-29,web,Ana,deportes,76.3,1
1465,2023-02-05,WhatsApp,Juan,hogar,178.09,1
1466,2023-11-11,WhatsApp,Sofía,hogar,1316.49,1
1467,2023-05-19,WhatsApp,Sofía,hogar,16.69,1
1468,2023-11-25,WhatsApp,Juan,tecnológico,0.0,0
1469,2023-06-07,WhatsApp,Ana,hogar,1408.25,1
1470,2023-09-05,WhatsApp,Juan,deportes,714.11,1
1471,2023-08-09,WhatsApp,Luis,deportes,105.77,1
1472,2023-02-26,WhatsApp,María,ropa,,1
1473,2023-09-05,WhatsApp,Luis,tecnológico,124.97,1
1474,2023-06-05,web,Carlos,tecnológico,,1
1475,2023-06-10,WhatsApp,Ana,deportes,0.0,0
1476,2023-12-18,WhatsApp,Luis,muebles,0.0,0
1477,2023-07-22,web,Carlos,deportes,72.25,1
1478,2023-06-22,WhatsApp,Juan,ropa,30.8,1
1479,2023-05-13,web,Luis,hogar,,1
1480,2023-01-22,web,Sofía,muebles,338.68,1
1481,2023-04-20,web,Ana,hogar,128.05,1
1482,2023-09-07,web,Ana,tecnológico,140.01,1
1483,2023-04-18,WhatsApp,Juan,tecnológico,12.61,1
1484,2023-08-31,web,Sofía,muebles,39.61,1
1485,2023-08-20,WhatsApp,Carlos,muebles,122.52,1
1486,2023-05-30,web,Sofía,ropa,36.71,1
1487,2023-08-22,web,Luis,muebles,,1
1488,2023-10-01,WhatsApp,María,tecnológico,115.73,1
1489,2023-01-04,WhatsApp,Luis,muebles,101.28,1
1490,2023-06-10,WhatsApp,Luis,ropa,0.0,0
1491,2023-03-13,web,Juan,ropa,,1
1492,2023-10-15,web,Juan,ropa,141.3,1
1493,2023-12-24,WhatsApp,Ana,deportes,85.65,1
1494,2023-11-26,WhatsApp,María,muebles,39.93,1
1495,2023-12-20,WhatsApp,María,ropa,126.9,1
1496,2023-11-22,web,Carlos,hogar,98.7,1
1497,2023-07-20,web,Carlos,muebles,533.71,1
1498,2023-11-03,WhatsApp,Sofía,tecnológico,14.96,1
1499,2023-09-05,WhatsApp,Carlos,tecnológico,780.74,1
1500,2023-07-09,WhatsApp,María,ropa,109.72,1
1501,2023-03-15,WhatsApp,Sofía,muebles,26.54,1
1502,2023-05-18,web,,ropa,1194.73,1
1503,2023-12-30,web,Ana,hogar,133.94,1
1504,2023-04-28,web,Sofía,hogar,38.82,1
1505,2023-01-19,web,Luis,hogar,68.17,1
1506,2023-12-08,web,Luis,tecnológico,85.06,1
1507,2023-11-07,web,Sofía,muebles,111.12,1
1508,2023-12-16,web,Luis,muebles,523.66,1
1509,2023-04-07,WhatsApp,Luis,muebles,,1
1510,2023-04-16,web,Carlos,deportes,0.0,0
1511,2023-07-04,web,Sofía,tecnológico,0.0,0
1512,2023-10-24,WhatsApp,Ana,ropa,1055.06,1
1513,2023-11-05,WhatsApp,Luis,hogar,468.73,1
1514,2023-09-23,web,María,muebles,123.72,1
1515,2023-12-14,web,María,tecnológico,49.52,1
1516,2023-07-20,WhatsApp,Sofía,tecnológico,60.08,1
1517,2023-09-23,WhatsApp,María,tecnológico,161.31,1
1518,2023-10-28,web,Ana,hogar,90.12,1
1519,2023-11-17,WhatsApp,Juan,tecnológico,68.03,1
1520,2023-05-28,web,Juan,ropa,124.98,1
1521,2023-03-05,web,Carlos,deportes,80.49,1
1522,2023-03-20,WhatsApp,María,muebles,0.0,0
1523,2023-11-04,web,María,deportes,54.13,1
1524,2023-10-19,WhatsApp,Luis,deportes,41.35,1
1525,2023-07-12,web,Ana,muebles,16.91,1
1526,2023-08-02,WhatsApp,María,hogar,118.48,1
1527,2023-09-25,WhatsApp,Luis,deportes,43.74,1
1528,2023-01-18,WhatsApp,Carlos,ropa,0.0,0
1529,2023-03-10,WhatsApp,Juan,hogar,140.07,1
1530,2023-09-16,WhatsApp,María,hogar,33.84,1
1531,2023-09-18,web,Ana,tecnológico,1318.68,1
1532,2023-12-04,WhatsApp,Luis,ropa,268.78,1
1533,2023-12-09,WhatsApp,Juan,tecnológico,0.0,0
1534,2023-04-07,web,Ana,hogar,107.25,1
1535,2023-02-14,WhatsApp,María,deportes,33.43,1
1536,2023-08-01,WhatsApp,Sofía,ropa,0.0,0
1537,2023-05-21,web,María,muebles,910.76,1
1538,2023-06-02,WhatsApp,Sofía,tecnológico,25.0,1
1539,2023-02-05,web,María,muebles,0.0,0
1540,2023-12-11,web,Carlos,hogar,,1
1541,2023-07-12,web,Ana,deportes,855.34,1
